0.0011667, sec,dumps/1668839730055070900.txt
0.0011961, sec,dumps/1668839732139586300.txt
0.00127, sec,dumps/1668839733759329800.txt
0.0008487,sec,dumps/1668846033249339700.txt
0.0007186,sec,dumps/1668846043986145400.txt
0.0006784,sec,dumps/1668846065817482500.txt
0.0012661,sec,dumps/1668846213235695800.txt
0.0015702,sec,dumps/1668846262924698800.txt
0.0006388,sec,dumps/1668846507965512200.txt
0.0006465,sec,dumps/1668846508672587300.txt
0.0007437,sec,dumps/1668846509158477900.txt
0.000783,sec,dumps/1668846509538620700.txt
0.0006866,sec,dumps/1668846509827828600.txt
0.000703,sec,dumps/1668847414426773800.txt
0.0006753,sec,dumps/1668847429288119400.txt
0.0006095,sec,dumps/1668847523785221900.txt
0.0006508,sec,dumps/1668847739156288700.txt
0.000582,sec,dumps/1668848510136786400.txt
0.0008423,sec,dumps/1669049088542199000.txt
0.0006245,sec,dumps/1669049159889412800.txt
0.0007734,sec,dumps/1669308374074202400.txt
0.0008466,sec,dumps/1669308460125256100.txt
0.000675,sec,dumps/1669308496615591400.txt
0.0008899,sec,dumps/1669308553281450900.txt
0.0007591,sec,dumps/1669308692480054200.txt
0.0009255,sec,dumps/1669308753852338000.txt
0.0008007,sec,dumps/1669308782441229000.txt
0.0006442,sec,dumps/1669308783373138100.txt
0.0006368,sec,dumps/1669308811761958000.txt
0.0008702,sec,dumps/1669308811926992300.txt
0.0006859,sec,dumps/1669308812086543200.txt
0.0007369,sec,dumps/1669308812237578600.txt
0.0007065,sec,dumps/1669308812409866600.txt
0.0010881,sec,dumps/1669308812579660300.txt
